Unnamed: 0,years,company,title,contents,link
5,2020.05.01.,한경닷컴,[종합] 코로나 확진자 9명 증가…8명은 해외 유입,"서울 중구 국립중앙의료원 선별진료소 앞이 한산한 모습을 보이고 있다. 연합뉴스국내 신종 코로나바이러스 감염증(코로나19) 확진자가 9명 늘었다. 이 가운데 8명은 해외 유입 사례다.1일 중앙방역대책본부에 따르면 이날 0시 기준 코로나19 확진자는 전날 0시보다 9명 늘어난 1만774명으로 집계됐다. 신규 확진자 9명 가운데 국내 발생 사례는 1명뿐이다. 8명은 해외에서 유입됐다.해외 유입 8명 가운데 4명은 공항 검역 과정에서 확인됐다. 나머지 4명은 지역사회로 돌아간 이후 양성 판정을 받았다. 서울 1명, 인천 1명, 경기 2명 등이다. 국내 발생 사례는 경북 1명이다. 나머지 지역에선 신규 확진자가 나오지 않았다.코로나19로 인한 사망자는 누적 248명이다. 전날 경기 명지병원에서 입원 치료중이던 확진자 1명이 사망했다. 국내 평균 치명률은 2.3%로 나타났다. 고령자일수록 가파르게 높아지는 경향이 나타났다. 연령대별 치명률은 60대 2.60%, 70대 10.58%, 80세 이상 24.28% 등이다.완치해 격리 해제된 확진자는 9072명으로 집계됐다. 전날보다 13명이 증가했다. 국내 완치율은 84.2%다. 격리 상태에서 치료중인 환자는 1454명이다.누적 확진자는 여성이 남성보다 많았다. 여성이 6418명(59.57%)으로 남성 4356명(40.43%)보다 2000명가량 많은 수준을 보였다. 연령별로는 20대가 2957명(27.45%)으로 가장 많았다. 50대 1956명(18.15%), 40대 1429명(13.26%), 60대 1348명(12.51%), 30대 1159명(10.76%) 순을 보였다.코로나19 진단검사를 받은 사람은 모두 62만3069명으로, 이 가운데 60만3610명이 음성 판정을 받았다. 8685명은 검사 중이다.한경닷컴 뉴스룸 open@hankyung.com▶ 네이버에서 한국경제 뉴스를 받아보세요▶ 한경닷컴 바로가기  ▶ 모바일한경 구독신청 ⓒ 한국경제 & hankyung.com, 무단전재 및 재배포 금지",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=015&aid=0004333488
10,2020.05.01.,서울경제,코로나19 확진자 어제 9명 증가···해외유입은 8명,"확진자 총 1만774명···사망 1명 늘어 248명·완치 9,072명정세균 국무총리가 1일 오전 정부서울청사에서 열린 신종 코로나바이러스 감염증(코로나19) 대응 중앙재난안전대책본부 회의에 참석하고 있다. /연합뉴스[서울경제] 1일 국내 신종 코로나바이러스 감염증(코로나19) 확진자가 9명 늘어났다. 해외유입 사례가 8명, 국내 지역사회 발생이 1명이다.중앙방역대책본부에 따르면 이날 0시 기준 코로나19 확진자가 전날 0시보다 9명 늘어나 총 1만774명으로 집계됐다.신규 확진자 9명 중 8명은 해외 유입 사례다. 이 중 4명은 공항 검역 과정에서 확인됐다. 나머지는 서울에서 1명, 인천에서 1명, 경기에서 2명 등 지역사회로 돌아간 상태에서 ‘양성’ 판정을 받았다. 국내에서 발생한 사례는 경북에서 보고된 1명이다. 이날 0시 기준 코로나19 확진자 중 사망자는 누적 248명이다. 전날 경기도 명지병원에서 입원 치료 중이던 확진자 1명이 사망했다. 완치해 격리 해제된 확진자는 13명이 늘어 총 9,072명이 됐다. 국내 완치율은 84.2%다. 현재 격리 상태에서 치료 중인 확진자는 1,454명이다./김창영기자 kcy@sedaily.com[서울경제 바로가기]▶ 네이버 채널에서 '서울경제' 구독해주세요!▶ 세상 모든 것에 대해 던지는 질문, 왜(WHY)?저작권자 ⓒ 서울경제, 무단 전재 및 재배포 금지",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=011&aid=0003732066
11,2020.05.01.,KBS,"유엔총장, 코로나19·기후변화 거론 “한국, 따라야할 본보기”","안토니우 구테흐스 유엔 사무총장은 현지시각 30일 코로나19와 기후변화와 관련한 한국의 대응을 거론하면서 ""주목할 만한 본보기(remarkable example)""라고 평가했습니다. 구테흐스 사무총장의 이 같은 언급은 화상 기자회견에서 기후변화와 관련해 답변하다가 나왔습니다. 구테흐스 사무총장은 ""주목할만한 본보기로, 코로나19와 기후변화에 대한 싸움을 어떻게 조합할 수 있는지를 보여주는 한 가지 예를 제시하고자 한다""면서 ""그것은 한국""이라고 말했습니다. 이어 해외 유입 사례 4명을 제외하고, 국내 발생 코로나19 감염자가 '0명'을 기록한 한국의 30일 상황을 전하면서 ""한국은 코로나19 대응에서 굉장히 성공적이었다""고 평가했습니다. 이와 함께 한국은 석탄화력발전소 감축과 (탄소)배출 감축 등 '그린 딜'(Green Deal) 계획을 제출했다면서 ""매우 야심 찬 그린 딜""이라고 강조했습니다. 구테흐스 사무총장은 ""이는 어디에서나 따라야 할 본보기""라면서 ""전 세계 많은 다른 나라들이 한국의 사례를 따르기를 희망한다""고 말했습니다. 구테흐스 사무총장은 북한 김정은 국무위원장의 건강 이상설에 대한 질문에는 ""김 위원장의 상황에 대해서는 아무런 정보가 없다""고 언급했습니다. [사진 출처 : 연합뉴스]노윤정 기자 (watchdog@kbs.co.kr)▶ ‘코로나19 팩트체크’ 제대로 알아야 이긴다▶ 우리 동네 무슨 일이? KBS지역뉴스▶ 더 빠르고 정확한 소식을 원하시면 KBS뉴스 구독!",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=104&oid=056&aid=0010828218
12,2020.05.01.,연합뉴스,"유엔총장 ""한국, 코로나19·기후변화 대응 따라야 할 본보기""","국내 발생 코로나19 감염자 '0명'…기후변화 대응도 매우 야심 차뉴욕 유엔본부에서 화상 기자회견중인 구테흐스 유엔 사무총장[신화=연합뉴스](뉴욕=연합뉴스) 이귀원 특파원 = 안토니우 구테흐스 유엔 사무총장은 30일(현지시간) 신종 코로나바이러스 감염증(코로나19)과 기후변화와 관련한 한국의 대응을 거론하면서 ""주목할 만한 본보기(remarkable example)""라고 밝혔다.    구테흐스 사무총장의 이 같은 언급은 이날 화상으로 진행된 기자회견에서 기후변화와 관련한 답변 과정에서 나왔다.     유엔에 따르면 구테흐스 사무총장은 ""주목할만한 본보기이자 코로나19와 기후변화에 대한 싸움을 어떻게 조합될 수 있는지를 보여주는 한 가지 예를 제시하고자 한다""면서 ""그것은 한국""이라고 밝혔다.    구테흐스 사무총장은 이어 해외 유입사례인 4명을 제외한 국내 발생 코로나19 감염자가 '0명'을 기록한 한국의 30일 상황을 전하면서 ""한국은 코로나19 대응에 있어서 굉장히 성공적이었다""고 평가했다.    구테흐스 사무총장은 한국은 석탄화력발전소 감축과 (탄소)배출 감축 등 '그린 딜'(Green Deal) 계획을 제출했다면서 ""매우 야심 찬 그린 딜""이라고 강조했다.    구테흐스 사무총장은 ""이는 어디에서나 따라야 할 본보기""라면서 ""전 세계 많은 다른 나라들이 한국의 사례를 따르기를 희망한다""고 말했다.    구테흐스 사무총장은 북한 김정은 국무위원장의 건강 이상설에 대한 질문에는 ""김 위원장의 상황에 대해서는 아무런 정보가 없다""고 덧붙였다.    lkw777@yna.co.kr▶코로나19 속보는 네이버 연합뉴스에서 [구독 클릭]▶[팩트체크] 연합뉴스가 확인한 '팩트' 이렇습니다▶제보하기",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=104&oid=001&aid=0011582543
16,2020.05.01.,MBC,코로나19 충격 4월 수출 급감…무역수지 99개월 만에 적자,"코로나19 사태 영향으로 수출이 급감하면서 4월 무역수지가 99개월 만에 마이너스로 전환했습니다.산업통상자원부에 따르면 4월 수출은 지난해 같은 기간보다 24% 감소한 369억 2천만 달러를 기록했습니다.수입은 15.9% 하락한 378억 7천만 달러로 집계돼, 무역 수지는 9억5천만 달러 적자를 기록했습니다.2월과 3월에는 주로 대 중국 수출이 부진했지만 4월 들어서는 미국과 EU, 아세안 등 주요 시장 여건이 악화됨에 따라 전 지역 수출이 감소했습니다.다만 진단키트 등 한국산 방역제품 선호에 따라 바이오헬스 수출은 29% 늘었고 재택 근무 확산 영향으로 컴퓨터 수출도 99% 늘어나며 호조를 보였습니다.산업부 관계자는 ""코로나19에 따른 수출 부진은 전 세계적인 현상으로 4월 수출은 주요국 모두 어려울 전망"" 이라고 설명했습니다.강나림 기자 (allin@mbc.co.kr)[저작권자(c) MBC (https://imnews.imbc.com) 무단복제-재배포 금지]▶ 네이버 홈에서 [MBC뉴스] 채널 구독하기▶ 새로움을 탐험하다. ""엠빅뉴스""▶ [1시 일제사격] 그날의 취재수첩Copyright(c) Since 1996, MBC&iMBC All rights reserved.",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=214&aid=0001034981
24,2020.05.01.,media KHAN,"트럼프 대통령, 코로나19 우한 연구소 유래 증거 ""봤다""","도널드 트럼프 미국 대통령이 30일(현지시간) 워싱턴 백악관 이스트룸에서 열린 코로나19로부터 노년층을 보호하기 위한 정부의 지원을 다짐하는 행사에서 연설을 하고 있다. 워싱턴|UPI연합뉴스도널드 트럼프 미국 대통령은 30일(현지시간) 코로나19 바이러스가 중국 후베이성 우한의 바이러스 연구소에서 유래했다는 증거를 봤다고 말했다. 트럼프 대통령은 이날 워싱턴 백악관에서 열린 노년층 건강 지원 확대 관련 행사에 참석해 이같이 말했다. 트럼프 대통령은 김정은 북한 국무위원장의 건강 이상설과 관련해 무슨 일이 진행되고 있는지 알지만 말할 수 없다고 밝혔다. 백악관 풀기자단에 따르면 트럼프 대통령은 ‘바이러스가 우한의 연구소에서 유래했다는 신빙성 높은 첩보를 본 적이 있느냐’는 취재진의 질문에 “그렇다”고 답했다. 트럼프 대통령은 이어 “세계보건기구(WHO)는 부끄러워 해야 한다고 생각한다. 왜냐하면 그들은 중국의 홍보대행사와 같기 때문이다”라고 지적했다.다만 트럼프 대통령은 이후 이어진 관련 질문에 “여러 이론들이 있다”면서 “우리는 그것이 어디에 있고, 어디서 왔는지를 볼 것”이라고 말했다. 트럼프 대통령은 ‘바이러스가 우한 연구소에서 왔다고 얼마나 확신하느냐’는 질문에 “나는 여러분에게 그걸 말하는 게 허용되지 않는다”고 말했다.트럼프 대통령이 최근 코로나19 확산에 대한 중국 책임론을 공개적으로 제기해오긴 했지만 미국 내에서 ‘음모론’으로 취급받아온 ‘우한 바이러스 연구소 유래설’을 확언한 것이어서 파장이 예상된다. 중국 측은 우한 바이러스 연구소에서 유래했다는 주장에 대해 과학적 근거가 없는 ‘새빨간 거짓말’이라며 강하게 반박하고 있다.우한 바이러스 연구소 유래설은 공화당 톰 코튼 상원의원은 지난 2월 처음 공개적으로 제기했다. 우한 바이러스 연구소에서 연구 중이던 바이러스가 유출되면서 우한 지역에서 퍼져나갔고 이후 전 세계로 확산됐다는 주장이었다. 애초 이 주장은 미국 내에서도 ‘음모론’ 취급을 받았지만 보수 진영을 중심으로 꾸준히 힘을 얻고 있다. 폭스뉴스는 지난 15일 익명의 소식통을 인용해 “미국 정부가 중국이 감염병 대응 능력을 강화하기 위해 실험을 하다가 코로나19가 생겨났다는 내용을 검토했다”고 보도했다. 트럼프 대통령은 같은날 기자회견에서 관련 질문을 받고 “우리는 지금 일어나고 있는 끔찍한 상황을 놓고 아주 철저한 조사를 실시하고 있다”고 말했다.실제로 미국 정부는 우한 바이러스 연구소 유래설에 대해 집중 조사를 벌이고 있다. 미국 정보기관을 총괄하는 국가정보국(DNI)은 이날 발표한 성명에서 코로나19 바이러스가 사람이 만든 것이 아니라는 데 동의한다고 밝혔지만, 이 바이러스가 우한 바이러스 연구소에서 유출된 것인지에 대해선 계속 조사하겠다고 밝혔다. DNI는 성명에서 “정보기관들은 바이러스가 사람이 만들거나 유전자적으로 변형된 것이 아니라는 광범위한 과학적 합의에 동의한다”면서 “정보기관들은 발병이 감염된 동물과 접촉을 통해 시작됐는지, 또는 우한에 있는 한 연구소 사고의 결과인지를 판단하기 위해 새로운 정보를 엄격하게 계속 조사할 것”이라고 말했다. 중국이 인위적으로 바이러스를 만들어서 퍼트렸다는 일각의 음모론을 부정하면서도 우한 바이러스 연구소 유래설에 대해선 여지를 열어둔 것이다. CNN은 DNI가 이같은 성명을 발표한 것은 매우 이례적이라고 지적했다.한편 트럼프 대통령은 김 위원장의 건강 이상설 관련 질문에 “나는 무슨 일이 일어나고 있는지 알고 있다”면서 “나는 그저 지금 당장은 김정은에 관해 이야기할 수 없다”고 말했다. 트럼프 대통령은 “나는 그저 모든 것이 괜찮기를 바란다”면서 “나는 정말이지 상황을 매우 잘 알고 있다”고 덧붙였다. 김 위원장의 상황에 대해 정확한 정보를 알고 있다고 강조하면서도 그 내용은 언급하지 않은 것이다.트럼프 대통령은 김 위워장의 건강 이상설이 확산된 이후 확정적인 답변을 피하면 모호한 답변으로 일관하고 있다. 트럼프 대통령은 28일 김 위원장의 건강 이상설 관련 질문에 “나는 그것에 관해 언급하고 싶지 않다”고 세 차례 반복하면서 “나는 그저 그가 잘 있기를 바란다”고 말했다. 그는 27일에는 “나는 정확하게 말할 수 없다”면서 “그렇다. 나는 아주 잘 알고 있지만, 지금 그것에 관해 말할 수 없다. 나는 그저 그의 안녕을 빈다”고 말했다.트럼프 대통령은 김 위원장이 최근 수술을 받고 위중한 상태라는 정보를 미국 정부가 면밀히 검토하고 있다는 CNN 보도가 나온 다음날인 21일 김 위원장의 건강 이상설에 관해 “우리는 모른다”면서 “그가 잘 있기를 바란다”고 말했다. 그는 23일에는 CNN의 김 위원장 건강 이상설 보도에 대해 “그들은 오래된 문서를 썼다고 듣고 있다”면서 “그 보도는 부정확한 보도라고 한다. 허위 보도라고 본다”고 말했다.워싱턴|김재중 특파원 hermes@kyunghyang.com▶ 장도리 | 그림마당 보기▶ 경향신문 바로가기▶ 경향신문 구독신청하기?경향신문(www.khan.co.kr), 무단전재 및 재배포 금지",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=104&oid=032&aid=0003006767
27,2020.05.01.,연합뉴스,"미슈스틴 러시아 총리 코로나19 확진…""검사서 양성판정""(종합)","벨로우소프 제1부총리에 권한 위임…푸틴, 조속한 쾌유 기원 (모스크바=연합뉴스) 유철종 특파원 = 미하일 미슈스틴 러시아 총리(54)가 30일(현지시간) 신종 코로나바이러스 감염증(코로나19) 확진 판정을 받았다.         타스 통신 등에 따르면 미슈스틴 총리는 이날 현지 TV 방송으로 생중계된 블라디미르 푸틴 대통령과의 화상회의에서 코로나19 감염 사실을 밝혔다.     그는 푸틴 대통령에게 ""앞서 받았던 코로나19 검진 검사에서 양성 판정이 나왔다는 사실을 방금 통보받았다""면서 ""이와 관련 보건당국의 규정에 따라 자가격리에 들어가고 의료진의 처방을 이행해야 한다""고 보고했다.     이어 ""정부는 정상적으로 업무를 계속할 것""이라면서 정부 각료 및 대통령과는 전화와 화상으로 주요 문제를 협의하겠다고 말했다.     미슈스틴은 국민들에게는 5월 11일까지 이어지는 연휴 동안 집에 머물 것과 정부가 취한 방역 제한조치들을 준수할 것을 당부했다.    이에 푸틴 대통령은 ""당신과 내각 구성원들, 대통령 행정실 직원 등은 특별히 위험한 지대에 있는 것이 사실이다. 아무리 접촉을 제한하려 해도 어쩔 수 없이 사람들과 직접 대면하지 않을 수 없기 때문이다""라고 안타까움을 표시했다.     푸틴은 총리의 조속한 쾌유를 기원하면서 그가 자가격리 치료 기간에도 주요 정책 결정에 참여할 것이라고 밝혔다.      미슈스틴 총리는 화상회의에서 안드레이 벨로우소프 제1부총리를 총리 권한 대행 후보로 제안했고, 푸틴 대통령은 이에 동의한 뒤 뒤이어 관련 대통령령에 서명했다.    미슈스틴은 지난 1월 중순 개각에서 장수 총리 드미트리 메드베데프의 뒤를 이어 내각 수장에 전격 발탁된 뒤 정부의 코로나19 대응을 진두지휘해 왔다.    러시아의 코로나19 확진자는 최근 들어 급증세를 보이면서 이날 현재 10만6천498명까지 증가했다. 미하일 미슈스틴 러시아 총리. [타스=연합뉴스 자료사진]    cjyou@yna.co.kr▶코로나19 속보는 네이버 연합뉴스에서 [구독 클릭]▶[팩트체크] 연합뉴스가 확인한 '팩트' 이렇습니다▶제보하기",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=104&oid=001&aid=0011582481
28,2020.05.01.,뉴시스,러시아 총리도 코로나19 감염...누적 확진자 10만 넘어,"푸틴, 벨로우소프 제1부총리 총리 대행으로 임명[모스크바=AP/뉴시스] 러시아의 새 총리로 15일(현지시간) 미하일 미슈스틴 국세청장이 임명됐다. 사진은 2019년 5월 6일 모스크바 크렘린에서 블라디미르 푸틴 대통령과의 회의에 참석한 미슈스틴의 모습. 2020.01.16[런던=뉴시스] 이지예 기자 = 러시아의 미하일 미슈스틴 총리(54)가 신종 코로나바이러스 감염증(코로나19)에 감염됐다. 타스통신, 모스크바타임스에 따르면 미슈스틴 총리는 30일(현지시간) 블라디미르 푸틴 러시아 대통령과의 화상회의에서 ""코로나바이러스 검사에서 양성이 나왔다""고 밝혔다. 러시아의 실권자인 푸틴 대통령은 지난 1월 영구 집권을 위한 개헌을 추진하면서 미슈스틴을 총리직에 앉혔다. 그는 국세청장 출신의 정치 신인이다. 최근에는 러시아의 코로나19 대응에서 주도적 역할을 해 왔다. 미슈스틴 총리는 공무 수행을 잠시 중단하고 자가 격리에 들어갔다. 푸틴 대통령은 그가 코로나19에서 회복하는 동안 안드레이 벨로우소프 제1부총리를 총리 대행으로 임명했다. 푸틴 대통령은 이날 미슈스틴 총리의 쾌차를 빌었다. 또 그에게 벌어진 일이 누구에게나 일어날 수 있다고 코로나19에 대한 주의를 당부했다. 미슈스틴 총리와 직접적 접촉을 해 온 내각 장관이나 직원들은 정기적으로 코로나19 검사를 받고 있다고 알려졌다. 이날 기준 러시아의 코로나19 누적 확진자는 10만 명을 넘어섰다. 글로벌 통계웹 월드오미터에 따르면 러시아에서는 10만6498명이 코로나19에 감염됐다. 사망자는 1073명이다.☞공감언론 뉴시스 ez@newsis.com▶ 네이버에서 뉴시스TV 구독하기▶ K-Artprice, 유명 미술작품 가격 공개▶ 뉴시스 빅데이터 MSI 주가시세표 바로가기 <ⓒ 공감언론 뉴시스통신사. 무단전재-재배포 금지>",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=104&oid=003&aid=0009842346
29,2020.05.01.,연합뉴스,"미슈스틴 러시아 총리 코로나19 감염…""검사서 양성 판정""","(모스크바=연합뉴스) 유철종 특파원 = 미하일 미슈스틴 러시아 총리(54)가 30일(현지시간) 신종 코로나바이러스 감염증(코로나19) 확진 판정을 받았다.     타스 통신 등에 따르면 미슈스틴 총리는 이날 블라디미르 푸틴 대통령과의 화상 회의에서 코로나19 감염 사실을 밝혔다.     그는 푸틴 대통령에게 ""앞서 받았던 코로나19 검진 검사에서 양성 판정이 나왔다는 사실을 방금 통보받았다""고 보고했다.     미슈스틴은 이어 자가격리에 들어갈 것이라면서, 안드레이 벨로우소프 제1부총리에게 총리 권한 대행을 맡기겠다고 제안했다.      푸틴 대통령은 벨라우소프 제1부총리를 총리 권한 대행으로 하자는 제안을 지지했다고 현지 언론은 전했다.미하일 미슈스틴 러시아 총리. [타스=연합뉴스 자료사진]    cjyou@yna.co.kr▶코로나19 속보는 네이버 연합뉴스에서 [구독 클릭]▶[팩트체크] 연합뉴스가 확인한 '팩트' 이렇습니다▶제보하기",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=104&oid=001&aid=0011582476
30,2020.05.01.,서울신문,"러시아 총리, 화상 회의 도중 “저 코로나 걸렸답니다”","[서울신문]미하일 미슈스틴 러시아 총리.연합뉴스미슈스틴 러시아 총리 코로나19 감염벨로우소프 제1부총리 총리 대행30일(현지시간) 미하일 미슈스틴 러시아 총리(54)가 신종 코로나바이러스 감염증(코로나19) 확진 판정을 받았다.미슈스틴 총리는 이날 블라디미르 푸틴 대통령과의 화상 회의에서 코로나19 감염 사실을 밝혔다.그는 푸틴 대통령에게 “앞서 받았던 코로나19 검진 검사에서 양성 판정이 나왔다는 사실을 방금 통보받았다”고 보고했다.미슈스틴은 자가격리에 들어갈 것이라면서, 안드레이 벨로우소프 제1부총리에게 총리 권한 대행을 맡기겠다고 제안했다.푸틴 대통령은 벨라우소프 제1부총리를 총리 권한 대행으로 하자는 제안을 지지했다고 현지 언론은 전했다.푸틴 대통령은 또 미슈스틴 총리의 쾌차를 빌었다. 그에게 벌어진 일이 누구에게나 일어날 수 있다고 코로나19에 대한 주의를 당부했다.총리와 직접적 접촉을 해 온 내각 장관이나 직원들은 정기적으로 코로나19 검사를 받고 있다고 알려졌다.한편 이날 기준 러시아의 코로나19 누적 확진자는 10만 명을 넘어섰다. 글로벌 통계웹 월드오미터에 따르면 러시아에서는 10만6498명이 코로나19에 감염됐다. 사망자는 1073명이다.김채현 기자 chkim@seoul.co.kr▶ 네이버에서 서울신문 구독하기 클릭! ▶ 세상에 이런 일이 ▶ [연예계 뒷얘기] 클릭!ⓒ 서울신문(www.seoul.co.kr), 무단전재 및 재배포금지",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=104&oid=081&aid=0003087129
