Unnamed: 0,years,company,title,contents,link
0,2020.05.01.,연합뉴스,"코로나 충격 4월 수출 24% 급감…""주요국 비해 내수는 양호""(종합)","하루평균 수출 17% 감소…99개월만에 무역흑자 행진 멈춰물량보다는 단가 하락 주된 영향…K-방역 제품 수출 호조 지속수출 대기 중인 완성차들[연합뉴스 자료사진]    (서울=연합뉴스) 고은지 기자 = 신종 코로나바이러스 감염증(코로나19)의 충격으로 4월 수출이 급감했다.    무역수지도 98개월 연속 흑자 행진을 멈추고 적자로 돌아섰다.    이는 코로나19가 중국을 넘어 미국, 유럽 등 주요 수요국으로 퍼진 데 따른 현상으로 수출물량은 비교적 선방했고 내수 또한 양호한 수준인 것으로 나타났다.    산업통상자원부는 코로나19가 본격화함에 따라 글로벌 수요 위축, 조업일수 감소, 역기저효과 등의 요인으로 지난달 수출이 지난해 같은 달보다 24.3% 감소한 369억2천만달러에 그쳤다고 1일 밝혔다.    조업일수를 고려한 하루평균 수출은 17.4% 감소했다.     2∼3월에는 주로 대(對)중국 수출이 부진했다면 4월에는 미국, 유럽연합(EU), 동남아시아국가연합(ASEAN·아세안) 등 주요 시장이 모두 코로나19의 영향을 받아 전 지역 수출이 감소했다.    특히 대EU 수출은 유럽 각국의 제한 조치에 따른 수요 위축과 생산 감소로 4월 일평균 수출이 올해 들어 가장 낮은 2억달러에 머물렀다.    대중 수출은 중국 내 조업 중단으로 2월 일평균 수출이 10년 만에 처음 4억달러를 밑돌았으나 3∼4월 들어 확산세가 둔화하면서 코로나19 이전 수준을 회복했다.    품목별로는 공급과 수요 충격이 동시에 오면서 자동차와 차부품이 -36.3%, -49.6%의 가파른 낙폭을 보였고, 수요가 얼어붙어 반도체는 14.9%, 철강은 24.1%, 스마트폰은 43.6% 감소했다.    다만 한국산 방역제품에 대한 수요가 커지면서 바이오·헬스 수출은 29.0% 늘었고 재택근무 확산 등에 따라 컴퓨터 수출은 99.3% 급증했다.    국제유가 급락 속에서 수출단가는 15.0% 하락했다. 수출물량은 11.0% 줄었고 조업일수를 고려하면 -2.9%로 비교적 선방했다.    산업부 관계자는 ""한국 수출은 2월에 14개월 연속 수출 부진의 고리를 끊었고 3월에는 코로나19 영향에도 비교적 선방했지만, 3월 중순 이후 발생한 미국 유럽 등 선진국의 강력한 록다운(봉쇄령)과 공장 셧다운(일시적 가동정지)으로 4월 수출이 영향을 받았다""고 설명했다.    수입은 15.9% 하락한 378억7천만달러를 기록했다. 코로나19 상황에서 미국, 유럽 등과 달리 국내 제조업은 셧다운 없이 정상 가동하면서 중간재와 자본재가 꾸준히 수입돼 수출 대비 하락 폭이 완만했다.    이에 따라 무역수지는 9억5천만달러 적자를 내면서 99개월 만에 흑자 행진을 멈췄다.    앞서 글로벌 금융위기 당시 나타난 무역적자와 비교하면 민간소비와 국내생산에 기여하는 자본재·중간재 수입이 계속 유지돼 내수 여건이 상대적으로 양호함을 보여줬다.코로나19 영향 수출 감소 (CG)[연합뉴스TV 제공]    2009년 1월은 자본재(-31.3%)와 중간재(-28.2%) 수입이 큰 폭으로 감소했고, 이는 생산과 투자에도 영향을 미쳐 10개월 연속 수출이 부진한 결과를 낳았다.    산업부는 ""코로나19 상황에서도 한국 제조업은 주요국에 비해 정상 가동하는 가운데 수출보다 수입 감소율이 낮아지면서 적자가 발생했다""면서 ""국내 제조업이 정상 가동 중이고 주요국 대비 내수 여건도 나쁘지 않아 '불황형' 적자와는 구조적으로 다른 일시적 현상""이라고 설명했다.    3월 기준 주요국 수출은 중국 -6.6%, 일본 -11.7%, 독일 -3.5%로 한국의 -0.7%보다 낙폭이 훨씬 컸다.    성윤모 산업부 장관은 ""코로나19라는 미증유의 복합 위기에 따른 글로벌 생산 차질, 이동제한 및 국제유가 급락 등에 따라 4월 수출이 큰 폭으로 감소했다""면서도 ""한국은 성공적인 방역국이자 안전한 생산·공급기지로 주목받고 있어 코로나19 글로벌 진정세가 확산하면 수출이 다시 반등·도약할 수 있을 것""이라고 전망했다.    아울러 ""4월 무역수지 적자는 수입보다 수출 감소 폭이 더 커서 나타난 현상이며 국내 제조업이 정상 가동되는 데 필요한 자본재·중간재 수입이 계속되는 상황 속에 발생한 것이라는 점에서 결코 부정적이지 않다""고 강조했다.[표] 4월 수출입 실적                    (단위: 백만달러, %)※ 통관 기준 잠정치▶코로나19 속보는 네이버 연합뉴스에서 [구독 클릭]▶[팩트체크] 연합뉴스가 확인한 '팩트' 이렇습니다▶제보하기",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=001&aid=0011582832
3,2020.05.01.,연합뉴스,코로나 충격 4월 수출 24% 급감…99개월만에 무역흑자 행진 멈춰(종합2보),"수출액 감소율 역대 3위…""글로벌 수요 위축 속 내수 양호한 수준""물량보다는 단가 하락 주된 영향…K-방역 제품 수출 호조 지속(서울=연합뉴스) 고은지 기자 = 신종 코로나바이러스 감염증(코로나19)의 충격으로 4월 수출이 급감했다.산자부 '4월 수출 24.3% 급감'(세종=연합뉴스) 김주형 기자 = 산업통상자원부 나승식 무역투자실장이 1일 오전 세종시 정부세종청사에서 2020년 4월 수출입동향 발표를 하고 있다. kjhpress@yna.co.kr    무역수지도 98개월 연속 흑자 행진을 멈추고 적자로 돌아섰다.    이는 코로나19가 중국을 넘어 미국, 유럽 등 주요 수요국으로 퍼진 데 따른 현상으로 수출물량은 비교적 선방했고 내수 또한 양호한 수준인 것으로 나타났다.    산업통상자원부는 코로나19가 본격화함에 따라 글로벌 수요 위축, 조업일수 감소, 역기저효과 등의 요인으로 지난달 수출이 지난해 같은 달보다 24.3% 감소한 369억2천만달러에 그쳤다고 1일 밝혔다.    수출액으로는 2016년 2월 359억3천만달러 이후 4년 3개월만에 최소치이고, 감소 폭으로는 역대 3위 규모다.    조업일수를 고려한 하루평균 수출은 17.4% 감소했다.     2∼3월에는 주로 대(對)중국 수출이 부진했다면 4월에는 미국, 유럽연합(EU), 동남아시아국가연합(ASEAN·아세안) 등 주요 시장이 모두 코로나19의 영향을 받아 전 지역 수출이 감소했다.    특히 대EU 수출은 유럽 각국의 제한 조치에 따른 수요 위축과 생산 감소로 4월 일평균 수출이 올해 들어 가장 낮은 2억달러에 머물렀다.    대중 수출은 중국 내 조업 중단으로 2월 일평균 수출이 10년 만에 처음 4억달러를 밑돌았으나 3∼4월 들어 확산세가 둔화하면서 코로나19 이전 수준을 회복했다.    품목별로는 공급과 수요 충격이 동시에 오면서 자동차와 차부품이 -36.3%, -49.6%의 가파른 낙폭을 보였고, 수요가 얼어붙어 반도체는 14.9%, 철강은 24.1%, 스마트폰은 43.6% 감소했다.    석유제품은 수출물량이 늘었지만 국제유가가 크게 떨어지면서 수출액이 56.8% 급감했고, 석유화학 역시 33.5%의 높은 감소율을 기록했다.    다만 한국산 방역제품에 대한 수요가 커져 바이오·헬스 수출은 29.0% 늘었고 재택근무 확산 등에 따라 컴퓨터 수출은 99.3% 급증했다.    국제유가 급락 속에서 수출단가는 15.0% 하락했다. 수출물량은 11.0% 줄었고 조업일수를 고려하면 -2.9%로 비교적 선방했다.    산업부 관계자는 ""한국 수출은 2월에 14개월 연속 수출 부진의 고리를 끊었고 3월에는 코로나19 영향에도 비교적 선방했지만, 3월 중순 이후 발생한 미국 유럽 등 선진국의 강력한 록다운(봉쇄령)과 공장 셧다운(일시적 가동정지)으로 4월 수출이 영향을 받았다""고 설명했다.    수입은 15.9% 하락한 378억7천만달러를 기록했다. 코로나19 상황에서 미국, 유럽 등과 달리 국내 제조업은 셧다운 없이 정상 가동하면서 중간재와 자본재가 꾸준히 수입돼 수출 대비 하락 폭이 완만했다.    이에 따라 무역수지는 9억5천만달러 적자를 내면서 99개월 만에 흑자 행진을 멈췄다.    앞서 글로벌 금융위기 당시 나타난 무역적자와 비교하면 민간소비와 국내생산에 기여하는 자본재·중간재 수입이 계속 유지돼 내수 여건이 상대적으로 양호함을 보여줬다.코로나19 영향 수출 감소 (CG)[연합뉴스TV 제공]    2009년 1월은 자본재(-31.3%)와 중간재(-28.2%) 수입이 큰 폭으로 감소했고, 이는 생산과 투자에도 영향을 미쳐 10개월 연속 수출이 부진한 결과를 낳았다.    산업부는 ""코로나19 상황에서도 한국 제조업은 주요국에 비해 정상 가동하는 가운데 수출보다 수입 감소율이 낮아지면서 적자가 발생했다""면서 ""국내 제조업이 정상 가동 중이고 주요국 대비 내수 여건도 나쁘지 않아 '불황형' 적자와는 구조적으로 다른 일시적 현상""이라고 설명했다.    3월 기준 주요국 수출은 중국 -6.6%, 일본 -11.7%, 독일 -3.5%로 한국의 -0.7%보다 낙폭이 훨씬 컸다.    성윤모 산업부 장관은 ""코로나19라는 미증유의 복합 위기에 따른 글로벌 생산 차질, 이동제한 및 국제유가 급락 등에 따라 4월 수출이 큰 폭으로 감소했다""면서도 ""한국은 성공적인 방역국이자 안전한 생산·공급기지로 주목받고 있어 코로나19 글로벌 진정세가 확산하면 수출이 다시 반등·도약할 수 있을 것""이라고 전망했다.    아울러 ""4월 무역수지 적자는 수입보다 수출 감소 폭이 더 커서 나타난 현상이며 국내 제조업이 정상 가동되는 데 필요한 자본재·중간재 수입이 계속되는 상황 속에 발생한 것이라는 점에서 결코 부정적이지 않다""고 강조했다.[표] 4월 수출입 실적                    (단위: 백만달러, %)※ 통관 기준 잠정치▶코로나19 속보는 네이버 연합뉴스에서 [구독 클릭]▶[팩트체크] 연합뉴스가 확인한 '팩트' 이렇습니다▶제보하기",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=001&aid=0011583027
4,2020.05.01.,연합뉴스,"코로나19 신규확진 9명, 총 1만774명…해외유입 8명·국내 1명(종합)","격리해제 9천72명·완치율 84.2%…사망 1명 늘어 248명·치명률 2.3%[연합뉴스TV 제공]    (서울=연합뉴스) 김잔디 기자 = 1일 국내 신종 코로나바이러스 감염증(코로나19) 확진자가 9명 늘어났다. 해외유입 사례가 8명, 국내 지역사회 발생이 1명이다.    중앙방역대책본부는 이날 0시 기준 코로나19 확진자가 전날 0시보다 9명 늘어나 총 1만774명으로 집계됐다고 밝혔다.     신규 확진자 9명 중 8명은 해외 유입 사례다. 이 중 4명은 공항 검역 과정에서 확인됐다. 나머지는 서울에서 1명, 인천에서 1명, 경기에서 2명 등 지역사회로 돌아간 상태에서 '양성' 판정을 받았다.     국내에서 발생한 사례는 경북에서 보고된 1명이다.     부산, 대구, 광주, 대전, 울산, 세종, 강원, 충북, 충남, 전북, 전남, 경남, 제주 등에서는 신규 확진자가 나오지 않았다.     이날 0시 기준 코로나19 확진자 중 사망자는 누적 248명이다. 전날 경기도 명지병원에서 입원 치료 중이던 확진자 1명이 사망했다.     국내 평균 치명률은 2.3%다. 단 고령일수록 치명률이 가파르게 높아지는 경향을 보인다. 연령대별 치명률은 60대 2.60%, 70대 10.58%, 80세 이상 24.28% 등이다.     완치해 격리 해제된 확진자는 13명이 늘어 총 9천72명이 됐다. 국내 완치율은 84.2%다. 현재 격리 상태에서 치료 중인 확진자는 1천454명이다.     이날 0시까지 지역별 누적 확진자 수는 대구 6천852명, 경북 1천366명, 경기 678명, 서울 634명 등이다.     성별로는 여성이 6천418명(59.57%)으로 남성 4천356명(40.43%)보다 많다. 단 치명률은 남성이 2.98%로 여성(1.84%)에 비해 높은 편이다.     연령별로는 20대가 2천957명(27.45%)으로 가장 많고 50대가 1천956명(18.15%)으로 그다음이다. 40대 1천429명(13.26%), 60대 1천348명(12.51%), 30대 1천159명(10.76%) 순이다.     지금까지 코로나19 진단검사를 받은 사람은 총 62만3천69명이다. 이 중 60만3천610명이 '음성'으로 확인됐다. 8천685명은 검사 중이다.     중앙방역대책본부는 매일 오전 10시께 그날 0시 기준으로 코로나19 일별 환자 통계를 발표하고 있다.     jandi@yna.co.kr▶코로나19 속보는 네이버 연합뉴스에서 [구독 클릭]▶[팩트체크] 연합뉴스가 확인한 '팩트' 이렇습니다▶제보하기",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=001&aid=0011582898
5,2020.05.01.,한경닷컴,[종합] 코로나 확진자 9명 증가…8명은 해외 유입,"서울 중구 국립중앙의료원 선별진료소 앞이 한산한 모습을 보이고 있다. 연합뉴스국내 신종 코로나바이러스 감염증(코로나19) 확진자가 9명 늘었다. 이 가운데 8명은 해외 유입 사례다.1일 중앙방역대책본부에 따르면 이날 0시 기준 코로나19 확진자는 전날 0시보다 9명 늘어난 1만774명으로 집계됐다. 신규 확진자 9명 가운데 국내 발생 사례는 1명뿐이다. 8명은 해외에서 유입됐다.해외 유입 8명 가운데 4명은 공항 검역 과정에서 확인됐다. 나머지 4명은 지역사회로 돌아간 이후 양성 판정을 받았다. 서울 1명, 인천 1명, 경기 2명 등이다. 국내 발생 사례는 경북 1명이다. 나머지 지역에선 신규 확진자가 나오지 않았다.코로나19로 인한 사망자는 누적 248명이다. 전날 경기 명지병원에서 입원 치료중이던 확진자 1명이 사망했다. 국내 평균 치명률은 2.3%로 나타났다. 고령자일수록 가파르게 높아지는 경향이 나타났다. 연령대별 치명률은 60대 2.60%, 70대 10.58%, 80세 이상 24.28% 등이다.완치해 격리 해제된 확진자는 9072명으로 집계됐다. 전날보다 13명이 증가했다. 국내 완치율은 84.2%다. 격리 상태에서 치료중인 환자는 1454명이다.누적 확진자는 여성이 남성보다 많았다. 여성이 6418명(59.57%)으로 남성 4356명(40.43%)보다 2000명가량 많은 수준을 보였다. 연령별로는 20대가 2957명(27.45%)으로 가장 많았다. 50대 1956명(18.15%), 40대 1429명(13.26%), 60대 1348명(12.51%), 30대 1159명(10.76%) 순을 보였다.코로나19 진단검사를 받은 사람은 모두 62만3069명으로, 이 가운데 60만3610명이 음성 판정을 받았다. 8685명은 검사 중이다.한경닷컴 뉴스룸 open@hankyung.com▶ 네이버에서 한국경제 뉴스를 받아보세요▶ 한경닷컴 바로가기  ▶ 모바일한경 구독신청 ⓒ 한국경제 & hankyung.com, 무단전재 및 재배포 금지",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=015&aid=0004333488
6,2020.05.01.,media KHAN,[속보]코로나19 신규 확진자 9명···8명이 해외 유입 사례,"지난달 29일 제주국제공항에 도착한 이들이 마스크를 쓰고 주차장으로 향하고 있는 모습 | 연합뉴스질병관리본부 중앙방역대책본부는 1일 오전 0시 기준 코로나19 확진자가 1만774명이라고 밝혔다. 전날 오전 0시 대비 9명이 늘었다.최근 신규 확진자 수는 28일 14명, 29일 9명 30일 4명에 이어 이날 9명을 기록했다.신규 확진자들 중 8명은 해외 유입 사례다. 4명은 공항 검역 과정에서 확인됐으며 경기 2명, 서울·인천 각각 1명씩은 지역사회로 돌아간 상태에서 ‘양성’ 판정을 받았다.국내 발생 사례는 경북 1명이다.현재까지 확인된 사망자는 248명이다. 전날 같은 시각 대비 1명의 사망자가 추가됐다.완치로 격리해제된 확진자는 13명이 늘어 총 9072명이다.김동성 기자 estar@kyunghyang.com▶ 장도리 | 그림마당 보기▶ 경향신문 바로가기▶ 경향신문 구독신청하기?경향신문(www.khan.co.kr), 무단전재 및 재배포 금지",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=032&aid=0003006785
7,2020.05.01.,연합뉴스,[2보] 코로나19 확진자 어제 9명 증가…해외유입 8명·국내발생 1명,"확진자 총 1만774명…사망 1명 늘어 248명·완치 9천72명 [연합뉴스TV 제공]    (서울=연합뉴스) 김잔디 기자 = 1일 국내 신종 코로나바이러스 감염증(코로나19) 확진자가 9명 늘어났다. 해외유입 사례가 8명, 국내 지역사회 발생이 1명이다.    중앙방역대책본부는 이날 0시 기준 코로나19 확진자가 전날 0시보다 9명 늘어나 총 1만774명으로 집계됐다고 밝혔다.     신규 확진자 9명 중 8명은 해외 유입 사례다. 이 중 4명은 공항 검역 과정에서 확인됐다. 나머지는 서울에서 1명, 인천에서 1명, 경기에서 2명 등 지역사회로 돌아간 상태에서 '양성' 판정을 받았다.     국내에서 발생한 사례는 경북에서 보고된 1명이다.     이날 0시 기준 코로나19 확진자 중 사망자는 누적 248명이다. 전날 경기도 명지병원에서 입원 치료 중이던 확진자 1명이 사망했다.     완치해 격리 해제된 확진자는 13명이 늘어 총 9천72명이 됐다. 국내 완치율은 84.2%다. 현재 격리 상태에서 치료 중인 확진자는 1천454명이다.     jandi@yna.co.kr▶코로나19 속보는 네이버 연합뉴스에서 [구독 클릭]▶[팩트체크] 연합뉴스가 확인한 '팩트' 이렇습니다▶제보하기",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=001&aid=0011582852
8,2020.05.01.,채널A,코로나19 신규 확진자 9명…해외 유입 8명,"황금 연휴 시작으로 붐비는 제주 공항. 30일 오전 제주국제공항 1층 국내선 도착장이 관광객들의 발길로 분주하다. 사진=뉴시스  코로나19 신규 확진자가 하루사이 9명 늘었습니다. 해외유입 사례가 8명, 지역 감염 사례가 1명입니다.  중앙방역대책본부는 오늘(1일) 0시 기준 코로나19 확진자가 전날보다 9명 늘어나 총 10774명으로 집계됐다고 밝혔습니다.  신규확진자 9명 중 8명은 해외 유입 사례입니다. 이 중 4명은 공항 검역과정에서 확인됐고, 나머지는 서울 1명, 인천 1명, 경기 2명 등 각자 지역으로 돌아간 상태에서 확인됐습니다.   해외에 나간 이력이 없는 지역 감염 사례는 경북에서 1명 나왔습니다.  사망자는 1명 추가됐습니다. 국내 총 사망자 수는 총 248명으로 집계됐습니다.  곽정아 기자  kwak@donga.com ▶ '채널A' LIVE 무료 보기▶ 네이버에서 '채널A' 구독하기▶[기사 보기][단독]사채왕의 무노동 ‘황제 노역’…일당 900만 원꿈을 담는 캔버스 채널A  ⓒCHANNEL A(www.ichannela.com), 무단 전재 및 재배포 금지",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=449&aid=0000191028
9,2020.05.01.,헤럴드경제,코로나19 신규 확진자 9명 '해외 8명·경북 1명',"해외유입 8명 중 4명은 공항서 확인전날 72명 지역발생 0명 기록 → 이날 다시 1명[헤럴드경제=정경수 기자] 1일 국내 코로나19 확진자는 전날보다 9명 증가한 것으로 집계됐다. 이 중 8명은 해외 유입 사례고, 전국의 지역에서 발생한 환자는 1명을 기록했다.중앙방역대책본부(방대본)는 이날 0시 기준 코로나19 확진자가 전날 0시보다 9명 늘어나 총 1만774명을 기록했다고 밝혔다.방대본 발표일 기준으로 일일 신규 확진자 수는 18일에 18명으로 10명대로 감소한 뒤 19일부터 이날까지 12일째 4~14명을 기록하는 안정적인 추세를 이어갔다. 전날에는 4명으로 줄어 31번 환자가 발생한 2월 18일 이후 72일 만에 최저치를 기록한 바 있다.신규 확진자 9명 중 8명은 모두 해외 유입 사례다. 이 중 4명은 공항 검역 과정에서 확인됐고, 나머지는 서울과 인천에서 각 1명씩, 경기에서 2명이 확진됐다. 국내서 감염된 사례는 경북 1명에 그쳤다. 이날 0시 기준 코로나19 확진자 중 사망자는 누적 248명이다. 전날 1명이 사망했다.치명률은 평균 2.30%이지만 60대에 2.60%, 70대 10.58%, 80세 이상 24.28% 등으로 고령일수록 급격히 높아진다.완치해 격리 해제된 확진자는 전날 13명이 늘어 총 9072명이 됐다. 현재 격리 치료를 받는 환자 수는 1454명으로 5명이 줄었다.방대본은 매일 오전 10시께 그날 0시 기준으로 코로나19 일별 환자 통계를 발표하고 있다.kwater@heraldcorp.com▶[디;콘] 우리동네 젠트리피케이션 위험도는?▶코로나19 현황보기 ▶전국 농수축산물 소비 캠페인 - Copyrights ⓒ 헤럴드경제 & heraldbiz.com, 무단 전재 및 재배포 금지 -",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=016&aid=0001668741
10,2020.05.01.,서울경제,코로나19 확진자 어제 9명 증가···해외유입은 8명,"확진자 총 1만774명···사망 1명 늘어 248명·완치 9,072명정세균 국무총리가 1일 오전 정부서울청사에서 열린 신종 코로나바이러스 감염증(코로나19) 대응 중앙재난안전대책본부 회의에 참석하고 있다. /연합뉴스[서울경제] 1일 국내 신종 코로나바이러스 감염증(코로나19) 확진자가 9명 늘어났다. 해외유입 사례가 8명, 국내 지역사회 발생이 1명이다.중앙방역대책본부에 따르면 이날 0시 기준 코로나19 확진자가 전날 0시보다 9명 늘어나 총 1만774명으로 집계됐다.신규 확진자 9명 중 8명은 해외 유입 사례다. 이 중 4명은 공항 검역 과정에서 확인됐다. 나머지는 서울에서 1명, 인천에서 1명, 경기에서 2명 등 지역사회로 돌아간 상태에서 ‘양성’ 판정을 받았다. 국내에서 발생한 사례는 경북에서 보고된 1명이다. 이날 0시 기준 코로나19 확진자 중 사망자는 누적 248명이다. 전날 경기도 명지병원에서 입원 치료 중이던 확진자 1명이 사망했다. 완치해 격리 해제된 확진자는 13명이 늘어 총 9,072명이 됐다. 국내 완치율은 84.2%다. 현재 격리 상태에서 치료 중인 확진자는 1,454명이다./김창영기자 kcy@sedaily.com[서울경제 바로가기]▶ 네이버 채널에서 '서울경제' 구독해주세요!▶ 세상 모든 것에 대해 던지는 질문, 왜(WHY)?저작권자 ⓒ 서울경제, 무단 전재 및 재배포 금지",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=011&aid=0003732066
12,2020.05.01.,연합뉴스,"유엔총장 ""한국, 코로나19·기후변화 대응 따라야 할 본보기""","국내 발생 코로나19 감염자 '0명'…기후변화 대응도 매우 야심 차뉴욕 유엔본부에서 화상 기자회견중인 구테흐스 유엔 사무총장[신화=연합뉴스](뉴욕=연합뉴스) 이귀원 특파원 = 안토니우 구테흐스 유엔 사무총장은 30일(현지시간) 신종 코로나바이러스 감염증(코로나19)과 기후변화와 관련한 한국의 대응을 거론하면서 ""주목할 만한 본보기(remarkable example)""라고 밝혔다.    구테흐스 사무총장의 이 같은 언급은 이날 화상으로 진행된 기자회견에서 기후변화와 관련한 답변 과정에서 나왔다.     유엔에 따르면 구테흐스 사무총장은 ""주목할만한 본보기이자 코로나19와 기후변화에 대한 싸움을 어떻게 조합될 수 있는지를 보여주는 한 가지 예를 제시하고자 한다""면서 ""그것은 한국""이라고 밝혔다.    구테흐스 사무총장은 이어 해외 유입사례인 4명을 제외한 국내 발생 코로나19 감염자가 '0명'을 기록한 한국의 30일 상황을 전하면서 ""한국은 코로나19 대응에 있어서 굉장히 성공적이었다""고 평가했다.    구테흐스 사무총장은 한국은 석탄화력발전소 감축과 (탄소)배출 감축 등 '그린 딜'(Green Deal) 계획을 제출했다면서 ""매우 야심 찬 그린 딜""이라고 강조했다.    구테흐스 사무총장은 ""이는 어디에서나 따라야 할 본보기""라면서 ""전 세계 많은 다른 나라들이 한국의 사례를 따르기를 희망한다""고 말했다.    구테흐스 사무총장은 북한 김정은 국무위원장의 건강 이상설에 대한 질문에는 ""김 위원장의 상황에 대해서는 아무런 정보가 없다""고 덧붙였다.    lkw777@yna.co.kr▶코로나19 속보는 네이버 연합뉴스에서 [구독 클릭]▶[팩트체크] 연합뉴스가 확인한 '팩트' 이렇습니다▶제보하기",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=104&oid=001&aid=0011582543
