Unnamed: 0,years,company,title,contents,link
4,2020.05.01.,연합뉴스,"코로나19 신규확진 9명, 총 1만774명…해외유입 8명·국내 1명(종합)","격리해제 9천72명·완치율 84.2%…사망 1명 늘어 248명·치명률 2.3%[연합뉴스TV 제공]    (서울=연합뉴스) 김잔디 기자 = 1일 국내 신종 코로나바이러스 감염증(코로나19) 확진자가 9명 늘어났다. 해외유입 사례가 8명, 국내 지역사회 발생이 1명이다.    중앙방역대책본부는 이날 0시 기준 코로나19 확진자가 전날 0시보다 9명 늘어나 총 1만774명으로 집계됐다고 밝혔다.     신규 확진자 9명 중 8명은 해외 유입 사례다. 이 중 4명은 공항 검역 과정에서 확인됐다. 나머지는 서울에서 1명, 인천에서 1명, 경기에서 2명 등 지역사회로 돌아간 상태에서 '양성' 판정을 받았다.     국내에서 발생한 사례는 경북에서 보고된 1명이다.     부산, 대구, 광주, 대전, 울산, 세종, 강원, 충북, 충남, 전북, 전남, 경남, 제주 등에서는 신규 확진자가 나오지 않았다.     이날 0시 기준 코로나19 확진자 중 사망자는 누적 248명이다. 전날 경기도 명지병원에서 입원 치료 중이던 확진자 1명이 사망했다.     국내 평균 치명률은 2.3%다. 단 고령일수록 치명률이 가파르게 높아지는 경향을 보인다. 연령대별 치명률은 60대 2.60%, 70대 10.58%, 80세 이상 24.28% 등이다.     완치해 격리 해제된 확진자는 13명이 늘어 총 9천72명이 됐다. 국내 완치율은 84.2%다. 현재 격리 상태에서 치료 중인 확진자는 1천454명이다.     이날 0시까지 지역별 누적 확진자 수는 대구 6천852명, 경북 1천366명, 경기 678명, 서울 634명 등이다.     성별로는 여성이 6천418명(59.57%)으로 남성 4천356명(40.43%)보다 많다. 단 치명률은 남성이 2.98%로 여성(1.84%)에 비해 높은 편이다.     연령별로는 20대가 2천957명(27.45%)으로 가장 많고 50대가 1천956명(18.15%)으로 그다음이다. 40대 1천429명(13.26%), 60대 1천348명(12.51%), 30대 1천159명(10.76%) 순이다.     지금까지 코로나19 진단검사를 받은 사람은 총 62만3천69명이다. 이 중 60만3천610명이 '음성'으로 확인됐다. 8천685명은 검사 중이다.     중앙방역대책본부는 매일 오전 10시께 그날 0시 기준으로 코로나19 일별 환자 통계를 발표하고 있다.     jandi@yna.co.kr▶코로나19 속보는 네이버 연합뉴스에서 [구독 클릭]▶[팩트체크] 연합뉴스가 확인한 '팩트' 이렇습니다▶제보하기",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=001&aid=0011582898
5,2020.05.01.,한경닷컴,[종합] 코로나 확진자 9명 증가…8명은 해외 유입,"서울 중구 국립중앙의료원 선별진료소 앞이 한산한 모습을 보이고 있다. 연합뉴스국내 신종 코로나바이러스 감염증(코로나19) 확진자가 9명 늘었다. 이 가운데 8명은 해외 유입 사례다.1일 중앙방역대책본부에 따르면 이날 0시 기준 코로나19 확진자는 전날 0시보다 9명 늘어난 1만774명으로 집계됐다. 신규 확진자 9명 가운데 국내 발생 사례는 1명뿐이다. 8명은 해외에서 유입됐다.해외 유입 8명 가운데 4명은 공항 검역 과정에서 확인됐다. 나머지 4명은 지역사회로 돌아간 이후 양성 판정을 받았다. 서울 1명, 인천 1명, 경기 2명 등이다. 국내 발생 사례는 경북 1명이다. 나머지 지역에선 신규 확진자가 나오지 않았다.코로나19로 인한 사망자는 누적 248명이다. 전날 경기 명지병원에서 입원 치료중이던 확진자 1명이 사망했다. 국내 평균 치명률은 2.3%로 나타났다. 고령자일수록 가파르게 높아지는 경향이 나타났다. 연령대별 치명률은 60대 2.60%, 70대 10.58%, 80세 이상 24.28% 등이다.완치해 격리 해제된 확진자는 9072명으로 집계됐다. 전날보다 13명이 증가했다. 국내 완치율은 84.2%다. 격리 상태에서 치료중인 환자는 1454명이다.누적 확진자는 여성이 남성보다 많았다. 여성이 6418명(59.57%)으로 남성 4356명(40.43%)보다 2000명가량 많은 수준을 보였다. 연령별로는 20대가 2957명(27.45%)으로 가장 많았다. 50대 1956명(18.15%), 40대 1429명(13.26%), 60대 1348명(12.51%), 30대 1159명(10.76%) 순을 보였다.코로나19 진단검사를 받은 사람은 모두 62만3069명으로, 이 가운데 60만3610명이 음성 판정을 받았다. 8685명은 검사 중이다.한경닷컴 뉴스룸 open@hankyung.com▶ 네이버에서 한국경제 뉴스를 받아보세요▶ 한경닷컴 바로가기  ▶ 모바일한경 구독신청 ⓒ 한국경제 & hankyung.com, 무단전재 및 재배포 금지",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=015&aid=0004333488
6,2020.05.01.,media KHAN,[속보]코로나19 신규 확진자 9명···8명이 해외 유입 사례,"지난달 29일 제주국제공항에 도착한 이들이 마스크를 쓰고 주차장으로 향하고 있는 모습 | 연합뉴스질병관리본부 중앙방역대책본부는 1일 오전 0시 기준 코로나19 확진자가 1만774명이라고 밝혔다. 전날 오전 0시 대비 9명이 늘었다.최근 신규 확진자 수는 28일 14명, 29일 9명 30일 4명에 이어 이날 9명을 기록했다.신규 확진자들 중 8명은 해외 유입 사례다. 4명은 공항 검역 과정에서 확인됐으며 경기 2명, 서울·인천 각각 1명씩은 지역사회로 돌아간 상태에서 ‘양성’ 판정을 받았다.국내 발생 사례는 경북 1명이다.현재까지 확인된 사망자는 248명이다. 전날 같은 시각 대비 1명의 사망자가 추가됐다.완치로 격리해제된 확진자는 13명이 늘어 총 9072명이다.김동성 기자 estar@kyunghyang.com▶ 장도리 | 그림마당 보기▶ 경향신문 바로가기▶ 경향신문 구독신청하기?경향신문(www.khan.co.kr), 무단전재 및 재배포 금지",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=032&aid=0003006785
7,2020.05.01.,연합뉴스,[2보] 코로나19 확진자 어제 9명 증가…해외유입 8명·국내발생 1명,"확진자 총 1만774명…사망 1명 늘어 248명·완치 9천72명 [연합뉴스TV 제공]    (서울=연합뉴스) 김잔디 기자 = 1일 국내 신종 코로나바이러스 감염증(코로나19) 확진자가 9명 늘어났다. 해외유입 사례가 8명, 국내 지역사회 발생이 1명이다.    중앙방역대책본부는 이날 0시 기준 코로나19 확진자가 전날 0시보다 9명 늘어나 총 1만774명으로 집계됐다고 밝혔다.     신규 확진자 9명 중 8명은 해외 유입 사례다. 이 중 4명은 공항 검역 과정에서 확인됐다. 나머지는 서울에서 1명, 인천에서 1명, 경기에서 2명 등 지역사회로 돌아간 상태에서 '양성' 판정을 받았다.     국내에서 발생한 사례는 경북에서 보고된 1명이다.     이날 0시 기준 코로나19 확진자 중 사망자는 누적 248명이다. 전날 경기도 명지병원에서 입원 치료 중이던 확진자 1명이 사망했다.     완치해 격리 해제된 확진자는 13명이 늘어 총 9천72명이 됐다. 국내 완치율은 84.2%다. 현재 격리 상태에서 치료 중인 확진자는 1천454명이다.     jandi@yna.co.kr▶코로나19 속보는 네이버 연합뉴스에서 [구독 클릭]▶[팩트체크] 연합뉴스가 확인한 '팩트' 이렇습니다▶제보하기",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=001&aid=0011582852
8,2020.05.01.,채널A,코로나19 신규 확진자 9명…해외 유입 8명,"황금 연휴 시작으로 붐비는 제주 공항. 30일 오전 제주국제공항 1층 국내선 도착장이 관광객들의 발길로 분주하다. 사진=뉴시스  코로나19 신규 확진자가 하루사이 9명 늘었습니다. 해외유입 사례가 8명, 지역 감염 사례가 1명입니다.  중앙방역대책본부는 오늘(1일) 0시 기준 코로나19 확진자가 전날보다 9명 늘어나 총 10774명으로 집계됐다고 밝혔습니다.  신규확진자 9명 중 8명은 해외 유입 사례입니다. 이 중 4명은 공항 검역과정에서 확인됐고, 나머지는 서울 1명, 인천 1명, 경기 2명 등 각자 지역으로 돌아간 상태에서 확인됐습니다.   해외에 나간 이력이 없는 지역 감염 사례는 경북에서 1명 나왔습니다.  사망자는 1명 추가됐습니다. 국내 총 사망자 수는 총 248명으로 집계됐습니다.  곽정아 기자  kwak@donga.com ▶ '채널A' LIVE 무료 보기▶ 네이버에서 '채널A' 구독하기▶[기사 보기][단독]사채왕의 무노동 ‘황제 노역’…일당 900만 원꿈을 담는 캔버스 채널A  ⓒCHANNEL A(www.ichannela.com), 무단 전재 및 재배포 금지",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=449&aid=0000191028
9,2020.05.01.,헤럴드경제,코로나19 신규 확진자 9명 '해외 8명·경북 1명',"해외유입 8명 중 4명은 공항서 확인전날 72명 지역발생 0명 기록 → 이날 다시 1명[헤럴드경제=정경수 기자] 1일 국내 코로나19 확진자는 전날보다 9명 증가한 것으로 집계됐다. 이 중 8명은 해외 유입 사례고, 전국의 지역에서 발생한 환자는 1명을 기록했다.중앙방역대책본부(방대본)는 이날 0시 기준 코로나19 확진자가 전날 0시보다 9명 늘어나 총 1만774명을 기록했다고 밝혔다.방대본 발표일 기준으로 일일 신규 확진자 수는 18일에 18명으로 10명대로 감소한 뒤 19일부터 이날까지 12일째 4~14명을 기록하는 안정적인 추세를 이어갔다. 전날에는 4명으로 줄어 31번 환자가 발생한 2월 18일 이후 72일 만에 최저치를 기록한 바 있다.신규 확진자 9명 중 8명은 모두 해외 유입 사례다. 이 중 4명은 공항 검역 과정에서 확인됐고, 나머지는 서울과 인천에서 각 1명씩, 경기에서 2명이 확진됐다. 국내서 감염된 사례는 경북 1명에 그쳤다. 이날 0시 기준 코로나19 확진자 중 사망자는 누적 248명이다. 전날 1명이 사망했다.치명률은 평균 2.30%이지만 60대에 2.60%, 70대 10.58%, 80세 이상 24.28% 등으로 고령일수록 급격히 높아진다.완치해 격리 해제된 확진자는 전날 13명이 늘어 총 9072명이 됐다. 현재 격리 치료를 받는 환자 수는 1454명으로 5명이 줄었다.방대본은 매일 오전 10시께 그날 0시 기준으로 코로나19 일별 환자 통계를 발표하고 있다.kwater@heraldcorp.com▶[디;콘] 우리동네 젠트리피케이션 위험도는?▶코로나19 현황보기 ▶전국 농수축산물 소비 캠페인 - Copyrights ⓒ 헤럴드경제 & heraldbiz.com, 무단 전재 및 재배포 금지 -",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=016&aid=0001668741
10,2020.05.01.,서울경제,코로나19 확진자 어제 9명 증가···해외유입은 8명,"확진자 총 1만774명···사망 1명 늘어 248명·완치 9,072명정세균 국무총리가 1일 오전 정부서울청사에서 열린 신종 코로나바이러스 감염증(코로나19) 대응 중앙재난안전대책본부 회의에 참석하고 있다. /연합뉴스[서울경제] 1일 국내 신종 코로나바이러스 감염증(코로나19) 확진자가 9명 늘어났다. 해외유입 사례가 8명, 국내 지역사회 발생이 1명이다.중앙방역대책본부에 따르면 이날 0시 기준 코로나19 확진자가 전날 0시보다 9명 늘어나 총 1만774명으로 집계됐다.신규 확진자 9명 중 8명은 해외 유입 사례다. 이 중 4명은 공항 검역 과정에서 확인됐다. 나머지는 서울에서 1명, 인천에서 1명, 경기에서 2명 등 지역사회로 돌아간 상태에서 ‘양성’ 판정을 받았다. 국내에서 발생한 사례는 경북에서 보고된 1명이다. 이날 0시 기준 코로나19 확진자 중 사망자는 누적 248명이다. 전날 경기도 명지병원에서 입원 치료 중이던 확진자 1명이 사망했다. 완치해 격리 해제된 확진자는 13명이 늘어 총 9,072명이 됐다. 국내 완치율은 84.2%다. 현재 격리 상태에서 치료 중인 확진자는 1,454명이다./김창영기자 kcy@sedaily.com[서울경제 바로가기]▶ 네이버 채널에서 '서울경제' 구독해주세요!▶ 세상 모든 것에 대해 던지는 질문, 왜(WHY)?저작권자 ⓒ 서울경제, 무단 전재 및 재배포 금지",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=011&aid=0003732066
20,2020.05.01.,YTN,코로나 충격에 수출 24% '급감'...반도체 15%↓ 자동차 36%↓,"동영상 뉴스     우리나라 4월 수출 369.2억 달러…1년 전보다 24.3% 감소코로나 여파 수요 급감·中 경기회복 지연·유가하락 영향4월 수입 15.9%↓ 378.7억 달러…무역수지 9.5억 달러 적자2012년 1월 이후 99개월 만에 무역수지 적자로 전환[앵커]코로나19 충격에 지난달 수출이 1년 전보다 24% 넘게 줄어들며 직격탄을 맞았습니다.반도체와 자동차, 석유제품 등 주요 품목 수출이 하락하며 무역수지는 2012년 1월 이후 99개월 만에 적자를 기록했습니다.취재기자 연결해 자세한 내용 알아보겠습니다. 이지은 기자!4월 수출 실적, 구체적인 내용은 어떻습니까?[기자]네, 우리나라의 4월 수출액이 369억 2천만 달러로 집계됐습니다.지난해보다 24.3% 감소한 수치입니다.코로나19가 확산하면서 미국과 유럽 등 해외 수요가 급감한 데다 중국의 경기회복 지연과 유가 급락 등이 더해지면서 큰 폭의 하락세를 보였습니다.수입은 15.9% 줄어든 378억 7천만 달러로 나타났습니다.이로써 우리나라 무역수지는 9억5천만 달러 적자를 기록하며 2012년 1월 이후 99개월 만에 적자로 돌아섰습니다.정부는 코로나19 상황에서도 국내 제조업이 정상 가동되는 가운데 중간재와 자본재를 계속 수입하면서 무역수지 적자가 불가피했다고 설명했습니다.하루 평균 수출은 16억7천8백만 달러로 1년 전보다 17% 넘게 줄었습니다.하지만 정부는 지난해보다 조업일이 이틀 적었던 점을 고려해 이 영향을 뺀 하루 평균 수출 물량을 살펴보면, -2.9%로 상대적으로 견조하다고 밝혔습니다.수출 감소분 중에 코로나19 영향은 70%에 달했고, 지난해 4월 수출이 연중 최고 수준이었던 점에서 역기저효과와 조업일수 감소 영향이 나머지 30%를 차지했습니다.[앵커]주요 품목들의 수출 현황은 어떻습니까?[기자]네, 대부분 품목의 수출이 감소했습니다.먼저 '수출 효자' 반도체의 경우 경기 둔화로 선 구매가 줄면서 수출이 15% 가까이 하락했습니다.또 해외 수요가 줄고 해외 딜러들이 영업을 중단하면서 자동차 수출도 36% 줄었습니다.국제 유가 하락 등의 여파로 석유제품 수출은 반 토막 아래로 급감했습니다.반면 코로나19 위기 속에 주목받는 비대면과 홈코노미, 그리고 방역 산업 관련 품목은 호조를 보였는데요.특히 재택근무와 온라인 교육 등으로 컴퓨터 수출이 99% 늘었고 화장지와 위생용품 등 생필품 수출도 증가했습니다.또 의료용 방진복과 소독제 등의 수출이 증가세를 보인 가운데 진단키트 수출이 3월보다 8배 급증한 것으로 집계됐습니다.지역별로는 지난 2월과 3월 주로 대중국 수출이 부진했던 것과 달리 4월에는 미국과 유럽 등 모든 지역 수출이 감소한 것으로 나타났습니다.정부는 코로나19에 따른 수출 부진은 세계적 현상이라면서 4월 수출은 주요 국가 모두 어려울 전망이라고 밝혔습니다.지금까지 경제부에서 YTN 이지은[jelee@ytn.co.kr]입니다.[저작권자(c) YTN & YTN PLUS 무단전재 및 재배포 금지] ▶ 이 시각 코로나19 확진자 현황을 확인하세요.  ▶ 대한민국 대표 뉴스 채널 YTN 생방송보기  ▶ 네이버에서 YTN 뉴스 채널 구독하기",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=052&aid=0001434883
22,2020.05.01.,YTN,"트럼프 ""코로나19 우한 연구소서 발원했다는 증거 봤다""","사진=YTN트럼프 미국 대통령이 코로나19가 우한 바이러스연구소에서 발원했다는 증거가 있다고 주장했다.현지 시간으로 30일, 로이터 통신은 트럼프 대통령이 백악관에서 열린 노인 관련 행사가 끝난 뒤 기자들과의 문답에서 이같이 말했다고 보도했다. 트럼프 대통령은 이어 ""중국이 바이러스를 멈출 수 없었거나 아니면 확산하도록 놔뒀다""는 주장도 펼쳤다. 하지만 ""더는 말할 수 없다""며 자신이 본 증거가 무엇인지 구체적으로 밝히지 않았다.트럼프 대통령은 중국에 대한 보복 조치의 하나로 추가 관세를 부여하는 방안을 검토하고 있다고 언급했다. 트럼프는 ""중국과의 무역 합의는 중국이 바이러스와 관련해서 한 행동에 비하면 부차적인 사안일 뿐이다""라고 말했다.하지만 트럼프 대통령의 우한 연구소 발원 언급은 미 정보당국의 판단과 전면적으로 대치된다. 미국 15개 정보기관을 총괄하는 국가정보국(DNI)은 29일 성명을 내고 코로나19 바이러스는 유전적으로 변형한 인공적 바이러스가 아니라고 발표했다, 그동안 트럼프 대통령은 코로나바이러스가 중국 우한 바이러스연구소에서 발원했다는 의혹을 지속해서 제기하며 중국이 책임을 져야 한다는 발언도 이어갔다. 하지만 중국은 발원지가 중국이라는 과학적 근거는 없다며 책임을 부인하고 있다.YTN PLUS 정윤주 기자(younju@ytnplus.co.kr)[저작권자(c) YTN & YTN PLUS 무단전재 및 재배포 금지] ▶ 이 시각 코로나19 확진자 현황을 확인하세요.  ▶ 대한민국 대표 뉴스 채널 YTN 생방송보기  ▶ 네이버에서 YTN 뉴스 채널 구독하기",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=104&oid=052&aid=0001434830
27,2020.05.01.,연합뉴스,"미슈스틴 러시아 총리 코로나19 확진…""검사서 양성판정""(종합)","벨로우소프 제1부총리에 권한 위임…푸틴, 조속한 쾌유 기원 (모스크바=연합뉴스) 유철종 특파원 = 미하일 미슈스틴 러시아 총리(54)가 30일(현지시간) 신종 코로나바이러스 감염증(코로나19) 확진 판정을 받았다.         타스 통신 등에 따르면 미슈스틴 총리는 이날 현지 TV 방송으로 생중계된 블라디미르 푸틴 대통령과의 화상회의에서 코로나19 감염 사실을 밝혔다.     그는 푸틴 대통령에게 ""앞서 받았던 코로나19 검진 검사에서 양성 판정이 나왔다는 사실을 방금 통보받았다""면서 ""이와 관련 보건당국의 규정에 따라 자가격리에 들어가고 의료진의 처방을 이행해야 한다""고 보고했다.     이어 ""정부는 정상적으로 업무를 계속할 것""이라면서 정부 각료 및 대통령과는 전화와 화상으로 주요 문제를 협의하겠다고 말했다.     미슈스틴은 국민들에게는 5월 11일까지 이어지는 연휴 동안 집에 머물 것과 정부가 취한 방역 제한조치들을 준수할 것을 당부했다.    이에 푸틴 대통령은 ""당신과 내각 구성원들, 대통령 행정실 직원 등은 특별히 위험한 지대에 있는 것이 사실이다. 아무리 접촉을 제한하려 해도 어쩔 수 없이 사람들과 직접 대면하지 않을 수 없기 때문이다""라고 안타까움을 표시했다.     푸틴은 총리의 조속한 쾌유를 기원하면서 그가 자가격리 치료 기간에도 주요 정책 결정에 참여할 것이라고 밝혔다.      미슈스틴 총리는 화상회의에서 안드레이 벨로우소프 제1부총리를 총리 권한 대행 후보로 제안했고, 푸틴 대통령은 이에 동의한 뒤 뒤이어 관련 대통령령에 서명했다.    미슈스틴은 지난 1월 중순 개각에서 장수 총리 드미트리 메드베데프의 뒤를 이어 내각 수장에 전격 발탁된 뒤 정부의 코로나19 대응을 진두지휘해 왔다.    러시아의 코로나19 확진자는 최근 들어 급증세를 보이면서 이날 현재 10만6천498명까지 증가했다. 미하일 미슈스틴 러시아 총리. [타스=연합뉴스 자료사진]    cjyou@yna.co.kr▶코로나19 속보는 네이버 연합뉴스에서 [구독 클릭]▶[팩트체크] 연합뉴스가 확인한 '팩트' 이렇습니다▶제보하기",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=104&oid=001&aid=0011582481
